stained_absorbance,unstained_absorbance,stained_hue,unstained_hue,image,cell_type
0.341,0.262,122,146,2021-05-06_WT_6_unstained,PX
0.257,0.252,107,27,2021-05-06_WT_6_unstained,PX
0.241,0.217,108,84,2021-05-06_WT_6_unstained,PX
0.243,0.212,108,22,2021-05-06_WT_6_unstained,PX
0.307,0.229,121,101,2021-05-06_WT_6_unstained,PX
0.382,0.282,118,27,2021-05-06_WT_6_unstained,PX
0.342,0.262,116,247,2021-05-06_WT_6_unstained,PX
0.311,0.251,118,17,2021-05-06_WT_6_unstained,PX
0.271,0.221,122,144,2021-05-06_WT_6_unstained,PX
0.377,0.296,120,142,2021-05-06_WT_6_unstained,PX
0.485,0.332,118,132,2021-05-06_WT_6_unstained,PX
0.452,0.330,119,128,2021-05-06_WT_6_unstained,PX
0.422,0.226,122,184,2021-05-06_WT_6_unstained,PX
0.209,0.179,123,84,2021-05-06_WT_6_unstained,PX
0.270,0.223,117,241,2021-05-06_WT_6_unstained,PX
0.386,0.283,120,156,2021-05-06_WT_6_unstained,PX
0.260,0.198,118,144,2021-05-06_WT_6_unstained,PX
0.242,0.177,122,153,2021-05-06_WT_6_unstained,PX
0.247,0.225,126,102,2021-05-06_WT_6_unstained,PX
0.247,0.225,126,102,2021-05-06_WT_6_unstained,PX
0.440,0.108,125,120,2021-05-06_WT_6_unstained,MX
0.427,0.159,124,31,2021-05-06_WT_6_unstained,MX
0.406,0.182,124,30,2021-05-06_WT_6_unstained,MX
0.452,0.178,125,112,2021-05-06_WT_6_unstained,MX
0.493,0.184,126,120,2021-05-06_WT_6_unstained,MX
0.513,0.187,124,98,2021-05-06_WT_6_unstained,MX
0.490,0.185,123,93,2021-05-06_WT_6_unstained,MX
0.468,0.135,124,121,2021-05-06_WT_6_unstained,MX
0.519,0.173,125,116,2021-05-06_WT_6_unstained,MX
0.498,0.151,124,91,2021-05-06_WT_6_unstained,MX
0.505,0.220,123,105,2021-05-06_WT_6_unstained,MX
0.480,0.095,124,113,2021-05-06_WT_6_unstained,MX
0.507,0.162,124,79,2021-05-06_WT_6_unstained,MX
0.523,0.214,125,91,2021-05-06_WT_6_unstained,MX
0.535,0.220,125,105,2021-05-06_WT_6_unstained,MX
0.503,0.248,124,143,2021-05-06_WT_6_unstained,MX
0.527,0.102,124,121,2021-05-06_WT_6_unstained,MX
0.499,0.121,124,72,2021-05-06_WT_6_unstained,MX
0.493,0.252,123,242,2021-05-06_WT_6_unstained,MX
0.411,0.103,125,119,2021-05-06_WT_6_unstained,MX
0.474,0.104,123,128,2021-05-06_WT_6_unstained,XF
0.463,0.099,122,191,2021-05-06_WT_6_unstained,XF
0.485,0.138,123,70,2021-05-06_WT_6_unstained,XF
0.532,0.169,122,42,2021-05-06_WT_6_unstained,XF
0.529,0.188,123,7,2021-05-06_WT_6_unstained,XF
0.543,0.136,124,112,2021-05-06_WT_6_unstained,XF
0.522,0.147,123,128,2021-05-06_WT_6_unstained,XF
0.546,0.132,124,156,2021-05-06_WT_6_unstained,XF
0.548,0.175,123,213,2021-05-06_WT_6_unstained,XF
0.532,0.142,123,170,2021-05-06_WT_6_unstained,XF
0.537,0.168,123,31,2021-05-06_WT_6_unstained,XF
0.541,0.158,123,195,2021-05-06_WT_6_unstained,XF
0.543,0.134,123,42,2021-05-06_WT_6_unstained,XF
0.571,0.173,123,234,2021-05-06_WT_6_unstained,XF
0.546,0.095,124,128,2021-05-06_WT_6_unstained,XF
0.518,0.112,124,119,2021-05-06_WT_6_unstained,XF
0.525,0.126,124,238,2021-05-06_WT_6_unstained,XF
0.533,0.140,123,234,2021-05-06_WT_6_unstained,XF
0.554,0.159,123,234,2021-05-06_WT_6_unstained,XF
0.526,0.138,123,198,2021-05-06_WT_6_unstained,XF
0.511,0.098,124,146,2021-05-06_WT_6_unstained,XF-CML
0.497,0.097,123,105,2021-05-06_WT_6_unstained,XF-CML
0.513,0.061,124,111,2021-05-06_WT_6_unstained,XF-CML
0.482,0.049,124,93,2021-05-06_WT_6_unstained,XF-CML
0.508,0.084,124,140,2021-05-06_WT_6_unstained,XF-CML
0.484,0.055,125,96,2021-05-06_WT_6_unstained,XF-CML
0.528,0.115,124,117,2021-05-06_WT_6_unstained,XF-CML
0.535,0.119,125,108,2021-05-06_WT_6_unstained,XF-CML
0.483,0.071,123,120,2021-05-06_WT_6_unstained,XF-CML
0.488,0.084,124,50,2021-05-06_WT_6_unstained,XF-CML
0.546,0.152,123,131,2021-05-06_WT_6_unstained,XF-CML
0.527,0.122,124,91,2021-05-06_WT_6_unstained,XF-CML
0.513,0.105,124,51,2021-05-06_WT_6_unstained,XF-CML
0.508,0.166,124,73,2021-05-06_WT_6_unstained,XF-CML
0.499,0.141,123,84,2021-05-06_WT_6_unstained,XF-CML
0.472,0.090,124,112,2021-05-06_WT_6_unstained,XF-CML
0.462,0.069,124,107,2021-05-06_WT_6_unstained,XF-CML
0.462,0.099,123,101,2021-05-06_WT_6_unstained,XF-CML
0.467,0.037,124,98,2021-05-06_WT_6_unstained,XF-CML
0.540,0.112,123,73,2021-05-06_WT_6_unstained,XF-CML
0.355,0.048,116,128,2021-05-06_WT_6_unstained,IF
0.406,0.065,117,42,2021-05-06_WT_6_unstained,IF
0.399,0.081,117,105,2021-05-06_WT_6_unstained,IF
0.385,0.051,118,26,2021-05-06_WT_6_unstained,IF
0.384,0.069,118,120,2021-05-06_WT_6_unstained,IF
0.430,0.058,118,34,2021-05-06_WT_6_unstained,IF
0.411,0.064,118,27,2021-05-06_WT_6_unstained,IF
0.455,0.112,117,191,2021-05-06_WT_6_unstained,IF
0.425,0.078,117,42,2021-05-06_WT_6_unstained,IF
0.412,0.080,118,163,2021-05-06_WT_6_unstained,IF
0.430,0.093,118,31,2021-05-06_WT_6_unstained,IF
0.418,0.117,119,84,2021-05-06_WT_6_unstained,IF
0.396,0.095,119,17,2021-05-06_WT_6_unstained,IF
0.409,0.062,119,19,2021-05-06_WT_6_unstained,IF
0.395,0.114,118,52,2021-05-06_WT_6_unstained,IF
0.415,0.097,118,202,2021-05-06_WT_6_unstained,IF
0.433,0.113,118,42,2021-05-06_WT_6_unstained,IF
0.416,0.102,118,56,2021-05-06_WT_6_unstained,IF
0.394,0.076,119,16,2021-05-06_WT_6_unstained,IF
0.407,0.118,119,100,2021-05-06_WT_6_unstained,IF
0.417,0.033,121,116,2021-05-06_WT_6_unstained,IF-CML
0.414,0.051,121,57,2021-05-06_WT_6_unstained,IF-CML
0.413,0.044,122,20,2021-05-06_WT_6_unstained,IF-CML
0.420,0.049,121,34,2021-05-06_WT_6_unstained,IF-CML
0.432,0.021,122,42,2021-05-06_WT_6_unstained,IF-CML
0.389,0.064,121,84,2021-05-06_WT_6_unstained,IF-CML
0.405,0.082,121,249,2021-05-06_WT_6_unstained,IF-CML
0.392,0.025,121,42,2021-05-06_WT_6_unstained,IF-CML
0.411,0.052,120,42,2021-05-06_WT_6_unstained,IF-CML
0.430,0.036,121,50,2021-05-06_WT_6_unstained,IF-CML
0.381,0.018,120,121,2021-05-06_WT_6_unstained,IF-CML
0.397,0.005,121,84,2021-05-06_WT_6_unstained,IF-CML
0.413,0.021,120,63,2021-05-06_WT_6_unstained,IF-CML
0.413,0.005,121,101,2021-05-06_WT_6_unstained,IF-CML
0.418,0.030,121,114,2021-05-06_WT_6_unstained,IF-CML
0.428,0.013,121,112,2021-05-06_WT_6_unstained,IF-CML
0.406,0.042,121,60,2021-05-06_WT_6_unstained,IF-CML
0.409,0.064,120,77,2021-05-06_WT_6_unstained,IF-CML
0.396,0.068,121,131,2021-05-06_WT_6_unstained,IF-CML
0.399,0.026,121,96,2021-05-06_WT_6_unstained,IF-CML
0.404,0.149,121,158,2021-05-06_WT_6_unstained,LP
0.382,0.179,117,149,2021-05-06_WT_6_unstained,LP
0.332,0.077,121,73,2021-05-06_WT_6_unstained,LP
0.302,0.078,121,57,2021-05-06_WT_6_unstained,LP
0.359,0.034,123,237,2021-05-06_WT_6_unstained,LP
0.331,0.153,115,63,2021-05-06_WT_6_unstained,LP
0.362,0.022,121,32,2021-05-06_WT_6_unstained,LP
0.353,0.002,121,128,2021-05-06_WT_6_unstained,LP
0.342,0.097,115,23,2021-05-06_WT_6_unstained,LP
0.359,0.020,124,66,2021-05-06_WT_6_unstained,LP
0.368,0.164,118,10,2021-05-06_WT_6_unstained,LP
0.410,0.144,118,50,2021-05-06_WT_6_unstained,LP
0.397,0.116,122,42,2021-05-06_WT_6_unstained,LP
0.256,0.059,119,42,2021-05-06_WT_6_unstained,LP
0.265,0.070,117,49,2021-05-06_WT_6_unstained,LP
0.316,0.074,122,12,2021-05-06_WT_6_unstained,LP
0.321,0.047,120,73,2021-05-06_WT_6_unstained,LP
0.316,0.094,119,61,2021-05-06_WT_6_unstained,LP
0.379,0.147,120,37,2021-05-06_WT_6_unstained,LP
0.272,0.103,121,15,2021-05-06_WT_6_unstained,LP
0.139,0.159,128,177,2021-05-06_WT_6_unstained,PH
0.138,0.139,117,63,2021-05-06_WT_6_unstained,PH
0.146,0.177,131,184,2021-05-06_WT_6_unstained,PH
0.088,0.091,119,107,2021-05-06_WT_6_unstained,PH
0.155,0.148,132,182,2021-05-06_WT_6_unstained,PH
0.104,0.094,108,121,2021-05-06_WT_6_unstained,PH
0.061,0.090,163,128,2021-05-06_WT_6_unstained,PH
0.116,0.123,112,188,2021-05-06_WT_6_unstained,PH
0.064,0.054,156,131,2021-05-06_WT_6_unstained,PH
0.147,0.138,84,23,2021-05-06_WT_6_unstained,PH
0.061,0.080,110,98,2021-05-06_WT_6_unstained,PH
0.047,0.050,128,137,2021-05-06_WT_6_unstained,PH
0.160,0.161,76,213,2021-05-06_WT_6_unstained,PH
0.152,0.158,84,189,2021-05-06_WT_6_unstained,PH
0.146,0.196,142,155,2021-05-06_WT_6_unstained,PH
0.157,0.092,112,76,2021-05-06_WT_6_unstained,PH
0.198,0.184,128,174,2021-05-06_WT_6_unstained,PH
0.140,0.160,135,89,2021-05-06_WT_6_unstained,PH
0.079,0.085,134,95,2021-05-06_WT_6_unstained,PH
0.123,0.118,122,128,2021-05-06_WT_6_unstained,PH
0.057,0.051,20,27,2021-05-06_WT_6_unstained,BG
0.063,0.057,54,25,2021-05-06_WT_6_unstained,BG
0.067,0.060,48,24,2021-05-06_WT_6_unstained,BG
0.060,0.067,29,35,2021-05-06_WT_6_unstained,BG
0.063,0.069,34,18,2021-05-06_WT_6_unstained,BG
0.068,0.058,33,28,2021-05-06_WT_6_unstained,BG
0.057,0.054,31,29,2021-05-06_WT_6_unstained,BG
0.053,0.052,34,25,2021-05-06_WT_6_unstained,BG
0.055,0.047,73,37,2021-05-06_WT_6_unstained,BG
0.052,0.040,33,20,2021-05-06_WT_6_unstained,BG
0.080,0.069,32,30,2021-05-06_WT_6_unstained,BG
0.076,0.066,42,17,2021-05-06_WT_6_unstained,BG
0.062,0.071,31,23,2021-05-06_WT_6_unstained,BG
0.067,0.068,42,20,2021-05-06_WT_6_unstained,BG
0.068,0.053,33,36,2021-05-06_WT_6_unstained,BG
0.065,0.056,31,34,2021-05-06_WT_6_unstained,BG
0.067,0.081,42,18,2021-05-06_WT_6_unstained,BG
0.070,0.078,36,23,2021-05-06_WT_6_unstained,BG
0.068,0.076,42,19,2021-05-06_WT_6_unstained,BG
0.066,0.076,42,25,2021-05-06_WT_6_unstained,BG
